INDICATOR_ID,INDICATOR_SHORT_NAME,Location Treatment Desc,Reporting Date,Target_Breach,Peer Average By Month,Rate Calculation By Month,Target
4,18 weeks CAMH Services Treatment,NHS Ayrshire & Arran,01/04/2018 00:00,TRUE,0.87,0.94,0.9
4,18 weeks CAMH Services Treatment,NHS Ayrshire & Arran,01/05/2018 00:00,TRUE,0.73,0.67,0.9
4,18 weeks CAMH Services Treatment,NHS Ayrshire & Arran,01/06/2018 00:00,FALSE,0.99,0.65,0.9
4,18 weeks CAMH Services Treatment,NHS Ayrshire & Arran,01/07/2018 00:00,TRUE,0.63,0.73,0.9
4,18 weeks CAMH Services Treatment,NHS Ayrshire & Arran,01/08/2018 00:00,FALSE,0.92,0.91,0.9
4,18 weeks CAMH Services Treatment,NHS Ayrshire & Arran,01/09/2018 00:00,TRUE,0.80,0.79,0.9
4,18 weeks CAMH Services Treatment,NHS Ayrshire & Arran,01/10/2018 00:00,TRUE,0.76,0.83,0.9
4,18 weeks CAMH Services Treatment,NHS Ayrshire & Arran,01/11/2018 00:00,TRUE,0.71,0.69,0.9
4,18 weeks CAMH Services Treatment,NHS Ayrshire & Arran,01/12/2018 00:00,FALSE,0.92,0.72,0.9
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/04/2018 00:00,FALSE,0.97,0.92,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/05/2018 00:00,TRUE,0.65,0.76,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/06/2018 00:00,TRUE,0.73,0.77,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/01/2017 00:00,TRUE,0.94,0.68,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/02/2017 00:00,TRUE,0.70,0.60,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/03/2017 00:00,TRUE,0.93,0.83,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/04/2017 00:00,TRUE,0.69,0.63,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/05/2017 00:00,TRUE,0.66,1.00,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/06/2017 00:00,FALSE,0.95,0.88,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/07/2017 00:00,FALSE,1.00,0.85,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/08/2017 00:00,TRUE,0.68,0.86,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/09/2017 00:00,TRUE,0.76,1.00,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/10/2017 00:00,TRUE,0.88,0.99,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/11/2017 00:00,TRUE,0.88,0.85,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/12/2017 00:00,TRUE,0.62,0.82,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/01/2018 00:00,TRUE,0.84,0.92,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/02/2018 00:00,TRUE,0.90,0.71,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/03/2018 00:00,FALSE,0.98,0.63,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/04/2018 00:00,TRUE,0.82,0.89,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/05/2018 00:00,TRUE,0.81,0.64,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/06/2018 00:00,FALSE,0.97,0.69,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/07/2018 00:00,TRUE,0.75,0.62,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/08/2018 00:00,TRUE,0.87,0.60,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/09/2018 00:00,TRUE,0.76,0.75,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/10/2018 00:00,TRUE,0.82,0.86,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/11/2018 00:00,FALSE,0.95,0.77,0.95
16,Cancer 31 Day Waiting Times,NHS Ayrshire & Arran,01/12/2018 00:00,TRUE,0.70,0.86,0.95
4,18 weeks CAMH Services Treatment,NHS Ayrshire & Arran,01/07/2018 00:00,FALSE,0.91,0.69,0.9
4,18 weeks CAMH Services Treatment,NHS Ayrshire & Arran,01/08/2018 00:00,TRUE,0.84,1.00,0.9
4,18 weeks CAMH Services Treatment,NHS Ayrshire & Arran,01/09/2018 00:00,TRUE,0.60,0.70,0.9
4,18 weeks CAMH Services Treatment,NHS Ayrshire & Arran,01/10/2018 00:00,TRUE,0.61,0.87,0.9
4,18 weeks CAMH Services Treatment,NHS Ayrshire & Arran,01/11/2018 00:00,TRUE,0.68,0.63,0.9
4,18 weeks CAMH Services Treatment,NHS Ayrshire & Arran,01/12/2018 00:00,TRUE,0.84,0.72,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/01/2017 00:00,FALSE,0.96,0.86,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/02/2017 00:00,TRUE,0.83,0.94,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/03/2017 00:00,TRUE,0.71,0.94,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/04/2017 00:00,TRUE,0.79,0.80,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/05/2017 00:00,FALSE,0.95,0.69,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/06/2017 00:00,FALSE,0.97,0.96,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/07/2017 00:00,TRUE,0.87,0.69,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/08/2017 00:00,TRUE,0.67,0.80,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/09/2017 00:00,TRUE,0.79,0.88,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/10/2017 00:00,TRUE,0.81,0.87,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/11/2017 00:00,TRUE,0.69,1.00,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/12/2017 00:00,TRUE,0.62,0.63,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/01/2018 00:00,TRUE,0.64,0.63,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/02/2018 00:00,TRUE,0.87,0.66,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/03/2018 00:00,FALSE,0.94,0.75,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/04/2018 00:00,FALSE,0.92,0.78,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/05/2018 00:00,TRUE,0.68,0.61,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/06/2018 00:00,FALSE,0.94,0.60,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/07/2018 00:00,FALSE,0.92,0.87,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/08/2018 00:00,TRUE,0.87,0.73,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/09/2018 00:00,TRUE,0.64,0.74,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/10/2018 00:00,TRUE,0.71,0.67,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/11/2018 00:00,TRUE,0.60,0.87,0.9
6,18 weeks All Ages Psychological Therapy Treatment,NHS Ayrshire & Arran,01/12/2018 00:00,FALSE,0.92,0.87,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/01/2017 00:00,TRUE,0.76,0.85,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/02/2017 00:00,TRUE,0.75,0.99,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/03/2017 00:00,TRUE,0.65,0.96,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/04/2017 00:00,TRUE,0.68,0.92,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/05/2017 00:00,TRUE,0.65,0.60,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/06/2017 00:00,TRUE,0.60,0.93,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/07/2017 00:00,TRUE,0.73,0.86,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/08/2017 00:00,TRUE,0.86,0.73,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/09/2017 00:00,FALSE,0.97,0.70,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/10/2017 00:00,TRUE,0.89,0.67,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/11/2017 00:00,FALSE,0.92,0.84,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/12/2017 00:00,TRUE,0.66,0.99,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/01/2018 00:00,TRUE,0.65,0.85,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/02/2018 00:00,TRUE,0.75,0.88,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/03/2018 00:00,TRUE,0.78,0.72,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/04/2018 00:00,TRUE,0.68,0.94,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/05/2018 00:00,TRUE,0.87,0.76,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/06/2018 00:00,TRUE,0.60,0.68,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/07/2018 00:00,TRUE,0.89,0.90,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/08/2018 00:00,FALSE,0.91,0.71,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/09/2018 00:00,TRUE,0.75,0.82,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/10/2018 00:00,TRUE,0.75,0.63,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/11/2018 00:00,FALSE,0.97,0.82,0.9
7,18 weeks Referral to Treatment,NHS Ayrshire & Arran,01/12/2018 00:00,FALSE,0.95,0.95,0.9
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/01/2017 00:00,TRUE,0.60,0.89,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/02/2017 00:00,TRUE,0.94,0.71,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/03/2017 00:00,TRUE,0.61,0.95,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/04/2017 00:00,TRUE,0.70,0.88,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/05/2017 00:00,TRUE,0.73,0.85,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/06/2017 00:00,TRUE,0.70,0.74,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/07/2017 00:00,FALSE,0.96,0.97,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/08/2017 00:00,TRUE,0.67,0.74,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/09/2017 00:00,FALSE,0.99,0.87,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/10/2017 00:00,TRUE,0.70,0.86,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/11/2017 00:00,TRUE,0.94,0.97,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/12/2017 00:00,TRUE,0.61,0.64,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/01/2018 00:00,TRUE,0.65,0.63,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/02/2018 00:00,TRUE,0.93,0.65,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/03/2018 00:00,TRUE,0.83,0.83,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/04/2018 00:00,TRUE,0.94,0.62,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/05/2018 00:00,TRUE,0.77,0.94,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/06/2018 00:00,FALSE,0.97,0.92,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/07/2018 00:00,FALSE,0.98,0.86,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/08/2018 00:00,TRUE,0.65,0.92,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/09/2018 00:00,FALSE,0.95,0.78,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/10/2018 00:00,TRUE,0.70,0.99,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/11/2018 00:00,TRUE,0.89,0.88,0.95
9,A&E - 4 hour target,NHS Ayrshire & Arran,01/12/2018 00:00,TRUE,0.81,0.63,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/01/2017 00:00,TRUE,0.72,0.84,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/02/2017 00:00,FALSE,0.98,0.63,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/03/2017 00:00,TRUE,0.69,0.70,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/04/2017 00:00,TRUE,0.90,0.83,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/05/2017 00:00,TRUE,0.80,0.98,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/06/2017 00:00,TRUE,0.82,0.66,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/07/2017 00:00,TRUE,0.67,0.62,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/08/2017 00:00,TRUE,0.94,0.83,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/09/2017 00:00,TRUE,0.94,0.91,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/10/2017 00:00,TRUE,0.63,0.71,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/11/2017 00:00,TRUE,0.69,0.93,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/12/2017 00:00,TRUE,0.76,0.73,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/01/2018 00:00,TRUE,0.64,0.81,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/02/2018 00:00,TRUE,0.61,0.88,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/03/2018 00:00,TRUE,0.77,0.80,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/04/2018 00:00,TRUE,0.72,0.71,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/05/2018 00:00,TRUE,0.80,0.82,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/06/2018 00:00,TRUE,0.79,0.85,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/07/2018 00:00,TRUE,0.75,0.62,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/08/2018 00:00,TRUE,0.89,0.69,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/09/2018 00:00,TRUE,0.68,0.99,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/10/2018 00:00,TRUE,0.70,0.74,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/11/2018 00:00,TRUE,0.93,0.69,0.95
17,Cancer 62 Day Waiting Times,NHS Ayrshire & Arran,01/12/2018 00:00,TRUE,0.76,0.85,0.95
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/01/2017 00:00,TRUE,0.92,0.93,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/02/2017 00:00,TRUE,0.90,0.66,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/03/2017 00:00,TRUE,0.81,0.87,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/04/2017 00:00,TRUE,0.87,0.78,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/05/2017 00:00,TRUE,0.88,0.89,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/06/2017 00:00,TRUE,0.85,0.96,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/07/2017 00:00,TRUE,0.67,0.98,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/08/2017 00:00,TRUE,0.93,0.82,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/09/2017 00:00,TRUE,0.70,0.73,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/10/2017 00:00,TRUE,0.75,0.84,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/11/2017 00:00,TRUE,0.84,0.63,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/12/2017 00:00,TRUE,0.93,0.69,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/01/2018 00:00,TRUE,0.69,0.62,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/02/2018 00:00,TRUE,0.77,0.61,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/03/2018 00:00,TRUE,0.77,0.99,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/04/2018 00:00,TRUE,0.62,0.85,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/05/2018 00:00,TRUE,0.60,0.84,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/06/2018 00:00,TRUE,0.96,0.95,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/07/2018 00:00,TRUE,0.73,0.85,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/08/2018 00:00,TRUE,0.93,0.98,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/09/2018 00:00,TRUE,0.90,0.70,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/10/2018 00:00,TRUE,0.60,0.87,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/11/2018 00:00,TRUE,0.82,0.95,1
31,Inpatient or Day Case 12 Week Waiting Times (completed),NHS Ayrshire & Arran,01/12/2018 00:00,TRUE,0.80,0.95,1
4,18 weeks CAMH Services Treatment,NHS Borders,01/01/2017 00:00,TRUE,0.70,0.98,0.9
4,18 weeks CAMH Services Treatment,NHS Borders,01/02/2017 00:00,TRUE,0.82,0.81,0.9
4,18 weeks CAMH Services Treatment,NHS Borders,01/03/2017 00:00,TRUE,0.71,0.81,0.9
4,18 weeks CAMH Services Treatment,NHS Borders,01/04/2017 00:00,TRUE,0.64,0.67,0.9
4,18 weeks CAMH Services Treatment,NHS Borders,01/05/2017 00:00,TRUE,0.81,0.84,0.9
4,18 weeks CAMH Services Treatment,NHS Borders,01/06/2017 00:00,TRUE,0.65,0.68,0.9
4,18 weeks CAMH Services Treatment,NHS Borders,01/07/2017 00:00,FALSE,0.95,0.62,0.9
4,18 weeks CAMH Services Treatment,NHS Borders,01/08/2017 00:00,FALSE,0.95,0.70,0.9
4,18 weeks CAMH Services Treatment,NHS Borders,01/09/2017 00:00,FALSE,0.90,0.92,0.9
4,18 weeks CAMH Services Treatment,NHS Borders,01/10/2017 00:00,TRUE,0.85,0.83,0.9
4,18 weeks CAMH Services Treatment,NHS Borders,01/11/2017 00:00,FALSE,0.98,0.86,0.9
4,18 weeks CAMH Services Treatment,NHS Borders,01/12/2017 00:00,TRUE,0.61,0.93,0.9
7,18 weeks Referral to Treatment,NHS Borders,01/01/2017 00:00,TRUE,0.79,0.74,0.9
7,18 weeks Referral to Treatment,NHS Borders,01/02/2017 00:00,TRUE,0.78,0.68,0.9
7,18 weeks Referral to Treatment,NHS Borders,01/03/2017 00:00,FALSE,0.99,0.88,0.9
7,18 weeks Referral to Treatment,NHS Borders,01/04/2018 00:00,TRUE,0.61,0.68,0.9
7,18 weeks Referral to Treatment,NHS Borders,01/05/2018 00:00,TRUE,0.75,0.90,0.9
7,18 weeks Referral to Treatment,NHS Borders,01/06/2018 00:00,TRUE,0.86,0.73,0.9
7,18 weeks Referral to Treatment,NHS Borders,01/07/2018 00:00,FALSE,0.96,0.75,0.9
7,18 weeks Referral to Treatment,NHS Borders,01/08/2018 00:00,TRUE,0.75,0.88,0.9
7,18 weeks Referral to Treatment,NHS Borders,01/09/2018 00:00,TRUE,0.77,0.94,0.9
7,18 weeks Referral to Treatment,NHS Borders,01/10/2018 00:00,TRUE,0.88,0.62,0.9
7,18 weeks Referral to Treatment,NHS Borders,01/11/2018 00:00,TRUE,0.81,0.65,0.9
7,18 weeks Referral to Treatment,NHS Borders,01/12/2018 00:00,TRUE,0.77,0.71,0.9
9,A&E - 4 hour target,NHS Borders,01/07/2017 00:00,FALSE,0.98,0.97,0.95
9,A&E - 4 hour target,NHS Borders,01/08/2017 00:00,TRUE,0.77,0.81,0.95
9,A&E - 4 hour target,NHS Borders,01/09/2017 00:00,TRUE,0.63,0.73,0.95
9,A&E - 4 hour target,NHS Borders,01/10/2018 00:00,TRUE,0.79,0.63,0.95
9,A&E - 4 hour target,NHS Borders,01/11/2018 00:00,FALSE,0.96,0.92,0.95
9,A&E - 4 hour target,NHS Borders,01/12/2018 00:00,TRUE,0.79,0.69,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/01/2017 00:00,TRUE,0.60,0.66,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/02/2017 00:00,TRUE,0.92,0.94,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/03/2017 00:00,FALSE,0.97,0.99,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/04/2017 00:00,TRUE,0.60,0.69,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/05/2017 00:00,TRUE,0.65,0.88,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/06/2017 00:00,TRUE,0.66,0.68,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/07/2017 00:00,TRUE,0.69,1.00,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/08/2017 00:00,TRUE,0.61,0.63,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/09/2017 00:00,FALSE,0.97,0.72,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/10/2017 00:00,TRUE,0.90,0.64,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/11/2017 00:00,TRUE,0.80,0.73,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/12/2017 00:00,TRUE,0.71,0.85,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/01/2018 00:00,TRUE,0.89,0.84,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/02/2018 00:00,TRUE,0.67,0.93,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/03/2018 00:00,TRUE,0.81,0.98,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/04/2018 00:00,FALSE,1.00,0.72,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/05/2018 00:00,TRUE,0.80,0.96,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/06/2018 00:00,TRUE,0.76,0.93,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/07/2018 00:00,TRUE,0.69,0.94,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/08/2018 00:00,TRUE,0.93,0.99,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/09/2018 00:00,TRUE,0.78,0.98,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/10/2018 00:00,TRUE,0.75,0.75,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/11/2018 00:00,TRUE,0.63,0.76,0.95
16,Cancer 31 Day Waiting Times,NHS Borders,01/12/2018 00:00,FALSE,0.99,0.88,0.95
17,Cancer 62 Day Waiting Times,NHS Borders,01/01/2017 00:00,TRUE,0.75,0.94,0.95
17,Cancer 62 Day Waiting Times,NHS Borders,01/02/2017 00:00,TRUE,0.66,0.89,0.95
17,Cancer 62 Day Waiting Times,NHS Borders,01/03/2017 00:00,TRUE,0.78,0.63,0.95
17,Cancer 62 Day Waiting Times,NHS Borders,01/04/2017 00:00,TRUE,0.94,0.66,0.95
17,Cancer 62 Day Waiting Times,NHS Borders,01/05/2017 00:00,TRUE,0.70,1.00,0.95
